atlas_id,model_name,scope,site,organism,drug,raw_auc,raw_auc_ci_low,raw_auc_ci_high,matched_auc,matched_auc_ci_low,matched_auc_ci_high,stratum_centered_auc,stratum_centered_auc_ci_low,stratum_centered_auc_ci_high,pairwise_accuracy,pairwise_comparisons,permutation_p,matched_retention,n_total,n_r,n_matched,n_matched_r,n_valid_strata,audit_adequacy_label,audit_interpretation_category,exact_background_auc,background_burden_auc,observed_minus_exact_background_auc,observed_minus_burden_auc,co_resistance_adequacy_label,co_resistance_interpretation,calibration_auc,brier,expected_calibration_error,balanced_accuracy,calibration_label,centered_auc_n3,retention_n3,valid_strata_n3,centered_auc_n5,retention_n5,valid_strata_n5,centered_auc_n10,retention_n10,valid_strata_n10,atlas_interpretation,pre_specified_outcome,prediction_match,clonal_conservation_score,co_resistance_collinearity,pre_specified_rationale,locked_before_run,notes
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,A-2018,Escherichia coli,Cefepime,0.886352,0.832855,0.928314,0.795588,0.686756,0.886722,0.538971,0.378676,0.692308,0.928571,238,0.00199601,0.0601626,1230,65,74,34,2,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.994876,0.984979,-0.108524,-0.0986266,interpretable,exact_background_competitive,0.886352,0.0397231,0.0257499,0.52136,well_calibrated,0.5390,0.0602,2,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,A-2018,Escherichia coli,Ceftazidime,0.806464,0.760966,0.851331,0.39375,0.222222,0.570588,0.341667,0.195833,0.515686,0.282895,152,0.922156,0.0373906,1257,120,47,32,3,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.98872,0.938471,-0.182256,-0.132007,interpretable,exact_background_competitive,0.806464,0.0810128,0.0669734,0.516876,well_calibrated,0.3417,0.0374,3,0.2091,0.0215,1,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,A-2018,Escherichia coli,Ceftriaxone,0.854367,0.823191,0.880006,0.665899,0.51746,0.798252,0.725806,0.609091,0.820479,0.810036,558,0.00199601,0.109353,1390,258,152,28,6,interpretable,focal_signal_retained,0.99384,0.87355,-0.139473,-0.019183,interpretable,exact_background_competitive,0.854367,0.117204,0.0930798,0.586227,well_calibrated,0.7258,0.1094,6,0.7857,0.0388,2,,0.0000,0,background_only_competitive_but_residual_signal,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,A-2018,Escherichia coli,Ciprofloxacin,0.827999,0.803882,0.853128,0.850557,0.819528,0.879984,0.640118,0.583209,0.698458,0.768678,31052,0.00199601,0.619259,1350,355,836,213,9,interpretable,focal_signal_retained,0.860127,0.826067,-0.0321282,0.0019322,interpretable,exact_background_competitive,0.827999,0.151774,0.125464,0.6163,well_calibrated,0.6401,0.6193,9,0.6488,0.6148,8,0.7526,0.4896,2,background_only_competitive_but_residual_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,A-2018,Escherichia coli,Norfloxacin,0.744383,0.684771,0.802816,,,,,,,,0,,0,439,87,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999853,0.956194,-0.25547,-0.211811,interpretable,exact_background_competitive,0.744383,0.135642,0.0839597,0.587693,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Amoxicillin-Clavulanic acid,0.748714,0.659465,0.823262,0.641547,0.455245,0.792308,0.641547,0.469231,0.808442,0.641547,1526,0.0558882,0.621212,198,61,123,14,1,interpretable,focal_signal_retained,0.795979,0.861912,-0.0472658,-0.113199,interpretable,exact_background_competitive,0.748714,0.238225,0.230045,0.52459,borderline_calibration,0.6415,0.6212,1,0.6415,0.6212,1,0.6415,0.6212,1,background_only_competitive_but_residual_signal,collapse,mismatched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Cefepime,0.844186,0.771579,0.910408,,,,,,,,0,,0,213,43,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.996785,0.997127,-0.152599,-0.152941,interpretable,exact_background_competitive,0.844186,0.176633,0.175658,0.5,borderline_calibration,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ceftazidime,0.801984,0.711897,0.880164,,,,,,,,0,,0,213,45,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999603,0.996693,-0.197619,-0.194709,interpretable,exact_background_competitive,0.801984,0.185787,0.18414,0.5,borderline_calibration,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ceftriaxone,0.815741,0.727805,0.890669,,,,,,,,0,,0,213,45,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999603,0.996693,-0.183862,-0.180952,interpretable,exact_background_competitive,0.815741,0.151882,0.134244,0.533333,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ciprofloxacin,0.815831,0.745641,0.881661,0.51,0.217391,0.818182,0.51,0.184211,0.821429,0.51,100,0.502994,0.117925,212,58,25,20,1,caution_low_n_matched,caution_low_matched_support,0.973018,0.944749,-0.157188,-0.128918,interpretable,exact_background_competitive,0.815831,0.164365,0.149735,0.626064,well_calibrated,0.5100,0.1179,1,0.5100,0.1179,1,,0.0000,0,background_only_competitive_and_weak_residual,partial_retention,mismatched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Norfloxacin,0.763285,0.68937,0.83618,0.627523,0.279279,0.888889,0.627523,0.316964,0.886364,0.627523,545,0.207585,0.542857,210,69,114,5,1,interpretable,focal_signal_retained,0.910988,0.917874,-0.147703,-0.154589,interpretable,exact_background_competitive,0.763285,0.211975,0.203516,0.60515,borderline_calibration,0.6275,0.5429,1,0.6275,0.5429,1,,0.0000,0,background_only_competitive_but_residual_signal,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,0.592857,0.548203,0.639701,0.619006,0.566764,0.66702,0.518381,0.457988,0.569951,0.541098,24417,0.0239521,0.892461,902,230,805,181,10,interpretable,weak_raw_signal,0.687332,0.687616,-0.0944746,-0.0947593,interpretable,exact_background_competitive,0.592857,0.207239,0.155547,0.525226,borderline_calibration,0.5184,0.8925,10,0.5346,0.8481,7,0.5096,0.7727,5,background_only_competitive_and_weak_residual,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Cefepime,0.684021,0.618666,0.744007,0.212121,0.0714286,0.385714,0.335859,0.169192,0.5,0.253968,126,0.996008,0.0771757,609,113,47,11,3,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.986369,0.931353,-0.302348,-0.247333,interpretable,exact_background_competitive,0.684021,0.159149,0.147139,0.5,well_calibrated,0.3359,0.0772,3,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ceftazidime,0.636677,0.581184,0.696923,0.246154,0.106061,0.393939,0.246154,0.113636,0.393939,0.246154,195,0.914172,0.0748899,908,139,68,3,1,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.990598,0.945393,-0.353921,-0.308716,interpretable,exact_background_competitive,0.636677,0.135956,0.115341,0.5,well_calibrated,0.2462,0.0749,1,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ceftriaxone,0.6593,0.609078,0.716357,0.726852,0.512346,0.915,0.717593,0.474138,0.896552,0.752137,117,0.011976,0.0361446,913,148,33,9,2,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.995372,0.934036,-0.336071,-0.274735,interpretable,exact_background_competitive,0.6593,0.129464,0.07354,0.537493,well_calibrated,0.7176,0.0361,2,0.7619,0.0285,1,,0.0000,0,cautionary_background_only_competitive_but_residual_signal,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ciprofloxacin,0.813563,0.776374,0.848508,0.774488,0.711574,0.835753,0.636501,0.53231,0.736893,0.733214,7238,0.00199601,0.476298,886,188,422,65,4,interpretable,focal_signal_retained,0.918323,0.847676,-0.10476,-0.0341134,interpretable,exact_background_competitive,0.813563,0.116992,0.0707515,0.676759,well_calibrated,0.6365,0.4763,4,0.7084,0.4379,2,0.7084,0.4379,2,background_only_competitive_but_residual_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Norfloxacin,0.836969,0.792133,0.880001,,,,,,,,0,,0,442,118,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999804,0.878832,-0.162835,-0.0418628,interpretable,exact_background_competitive,0.836969,0.131954,0.0961227,0.696066,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,0.579899,0.538015,0.614302,0.574798,0.541344,0.611281,0.449139,0.405405,0.491408,0.485805,207464,0.870259,0.974423,1994,332,1943,309,11,interpretable,weak_raw_signal,0.522141,0.692509,0.0577581,-0.11261,interpretable,maldi_exceeds_exact_background,0.579899,0.145313,0.103579,0.508735,well_calibrated,0.4491,0.9744,11,0.4490,0.9584,8,0.4621,0.9378,5,near_chance_or_ambiguous,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Cefepime,0.811544,0.759774,0.861106,0.646949,0.52381,0.766667,0.557285,0.416345,0.687364,0.669834,421,0.0259481,0.049402,1923,80,95,73,4,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.992078,0.97988,-0.180534,-0.168336,interpretable,exact_background_competitive,0.811544,0.0365302,0.0229377,0.50625,well_calibrated,0.5573,0.0494,4,0.5600,0.0390,2,0.5467,0.0130,1,background_only_competitive_and_weak_residual,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ceftazidime,0.757315,0.713613,0.801099,0.748064,0.678875,0.811792,0.437759,0.327668,0.536239,0.761675,6231,0.00598802,0.83392,1987,178,1657,62,8,interpretable,background_driven_collapse,0.969239,0.957587,-0.211924,-0.200272,interpretable,exact_background_competitive,0.757315,0.0804944,0.0695662,0.502809,well_calibrated,0.4378,0.8339,8,0.4426,0.1419,6,0.7765,0.0780,1,background_only_competitive_and_weak_residual,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ceftriaxone,0.750239,0.702677,0.78861,0.678069,0.557089,0.794407,0.520068,0.397971,0.668597,0.396226,11236,0.0578842,0.821966,1994,198,1639,32,6,interpretable,background_driven_collapse,0.958987,0.927069,-0.208748,-0.17683,interpretable,exact_background_competitive,0.750239,0.0789895,0.0491582,0.527778,well_calibrated,0.5201,0.8220,6,0.5650,0.8114,4,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,model-class isolate-level export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ciprofloxacin,0.722688,0.694991,0.750205,0.719212,0.688177,0.752155,0.576104,0.536395,0.6173,0.687916,237917,0.00199601,0.984012,1939,371,1908,354,10,interpretable,partially_retained_or_uncertain,0.522197,0.725009,0.200491,-0.00232067,interpretable,maldi_exceeds_exact_background,0.722688,0.143379,0.108973,0.54788,well_calibrated,0.5761,0.9840,10,0.5952,0.9629,7,0.6697,0.8932,2,weak_or_partial_within_background_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,model-class isolate-level export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,A-2018,Staphylococcus aureus,Ciprofloxacin,0.760738,0.713226,0.804666,0.777404,0.723358,0.823975,0.702911,0.643172,0.755665,0.666125,11684,0.00199601,0.857143,1183,155,1014,125,12,interpretable,focal_signal_retained,0.815436,0.638578,-0.0546975,0.12216,interpretable,maldi_exceeds_burden_but_not_exact_background,0.760738,0.127778,0.166777,0.705972,borderline_calibration,0.7029,0.8571,12,0.6935,0.8225,9,0.7567,0.7312,4,background_only_competitive_but_residual_signal,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,A-2018,Staphylococcus aureus,Clindamycin,0.625962,0.573472,0.678075,0.646093,0.593435,0.706965,0.526846,0.46762,0.584072,0.421748,7035,0.157685,0.749126,1144,149,857,112,8,interpretable,background_driven_collapse,0.905794,0.737655,-0.279832,-0.111693,interpretable,exact_background_competitive,0.625962,0.158244,0.197734,0.595083,borderline_calibration,0.5268,0.7491,8,0.5200,0.7124,6,0.4749,0.4572,2,background_only_competitive_and_weak_residual,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,A-2018,Staphylococcus aureus,Erythromycin,0.630668,0.580219,0.683196,0.599569,0.532301,0.65636,0.539817,0.478381,0.602109,0.485513,8387,0.0359281,0.834495,1148,181,958,103,9,interpretable,background_driven_collapse,0.896719,0.783036,-0.26605,-0.152368,interpretable,exact_background_competitive,0.630668,0.178899,0.202402,0.581139,borderline_calibration,0.5398,0.8345,9,0.5355,0.6010,6,0.5348,0.4922,3,background_only_competitive_and_weak_residual,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,A-2018,Staphylococcus aureus,Fusidic acid,0.646576,0.598065,0.700419,0.661434,0.593875,0.723851,0.628557,0.562002,0.690002,0.64274,13416,0.00199601,0.755738,1220,71,922,57,8,interpretable,focal_signal_retained,0.577771,0.619406,0.0688045,0.02717,interpretable,maldi_exceeds_exact_background,0.646576,0.163285,0.297362,0.524933,poorly_calibrated,0.6286,0.7557,8,0.6341,0.6623,3,0.6404,0.4066,1,moderate_within_background_signal,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,A-2018,Staphylococcus aureus,Gentamicin,0.765831,0.672661,0.855166,0.816202,0.725126,0.901626,0.659305,0.528499,0.772335,0.569163,1829,0.0199601,0.517597,1165,28,603,17,5,interpretable,focal_signal_retained,0.814078,0.816214,-0.0482473,-0.0503832,interpretable,exact_background_competitive,0.765831,0.0587258,0.147395,0.585595,well_calibrated,0.6593,0.5176,5,,0.0000,0,,0.0000,0,background_only_competitive_but_residual_signal,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,A-2018,Staphylococcus aureus,Oxacillin,0.838238,0.798716,0.87563,0.831281,0.783599,0.874738,0.762878,0.714345,0.807542,0.769511,32110,0.00199601,0.600816,1225,178,736,155,9,interpretable,focal_signal_retained,0.762489,0.771721,0.0757488,0.066517,interpretable,maldi_exceeds_exact_background,0.838238,0.0975109,0.112707,0.762414,well_calibrated,0.7629,0.6008,9,0.7647,0.5771,7,0.7662,0.5127,3,strong_within_background_signal,retention,matched,high,moderate,MRSA/MSSA status expected to retain within-background signal because mecA-associated resistance can track stable population structure,retrospective_rule_building,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,A-2018,Staphylococcus aureus,Penicillin,0.626836,0.59399,0.658772,0.568711,0.527003,0.610128,0.568614,0.533735,0.60985,0.556429,110634,0.00199601,0.777778,1134,812,882,579,8,interpretable,partially_retained_or_uncertain,0.472771,0.576772,0.154065,0.0500643,interpretable,maldi_exceeds_exact_background,0.626836,0.239154,0.20548,0.577238,borderline_calibration,0.5686,0.7778,8,0.5715,0.7487,6,0.5773,0.6940,3,weak_or_partial_within_background_signal,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-B,Staphylococcus aureus,Ciprofloxacin,0.710736,0.570978,0.862353,0.702652,0.40678,0.893258,0.702652,0.421348,0.898305,0.702652,528,0.141717,0.532738,336,14,179,3,1,interpretable,focal_signal_retained,0.861136,0.836291,-0.150399,-0.125555,interpretable,exact_background_competitive,0.710736,0.131901,0.277363,0.645963,poorly_calibrated,0.7027,0.5327,1,,0.0000,0,,0.0000,0,background_only_competitive_but_residual_signal,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-B,Staphylococcus aureus,Clindamycin,0.585904,0.484056,0.691566,,,,,,,,0,,0,348,37,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.99496,0.865517,-0.409055,-0.279612,interpretable,exact_background_competitive,0.585904,0.174702,0.255307,0.568915,poorly_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-B,Staphylococcus aureus,Erythromycin,0.605093,0.501192,0.705882,,,,,,,,0,,0,347,38,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.973344,0.820729,-0.368251,-0.215636,interpretable,exact_background_competitive,0.605093,0.197986,0.29271,0.584313,poorly_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-B,Staphylococcus aureus,Fusidic acid,0.660429,0.542344,0.759146,0.662295,0.499232,0.833333,0.569945,0.414439,0.735169,0.588561,1084,0.203593,0.557803,346,20,193,10,2,interpretable,partially_retained_or_uncertain,0.593021,0.59816,0.067408,0.0622699,interpretable,maldi_exceeds_exact_background,0.660429,0.175907,0.328573,0.586503,poorly_calibrated,0.5699,0.5578,2,0.5881,0.5260,1,,0.0000,0,weak_or_partial_within_background_signal,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-B,Staphylococcus aureus,Gentamicin,0.580147,0.352187,0.845481,0.315018,0.173913,0.447222,0.315018,0.182796,0.445652,0.315018,273,0.860279,0.270115,348,8,94,3,1,caution_low_n_matched,caution_low_matched_support,0.835478,0.639522,-0.255331,-0.059375,interpretable,exact_background_competitive,0.580147,0.0878642,0.211042,0.589706,borderline_calibration,0.3150,0.2701,1,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-B,Staphylococcus aureus,Oxacillin,0.775238,0.648791,0.877607,0.863636,0.765152,0.944134,0.863636,0.775141,0.948034,0.863636,1056,0.00399202,0.526012,346,21,182,6,1,interpretable,focal_signal_retained,0.794505,0.869744,-0.0192674,-0.0945055,interpretable,exact_background_competitive,0.775238,0.175957,0.312998,0.711795,poorly_calibrated,0.8636,0.5260,1,0.8636,0.5260,1,,0.0000,0,background_only_competitive_but_residual_signal,retention,matched,high,moderate,MRSA/MSSA status expected to retain within-background signal because mecA-associated resistance can track stable population structure,retrospective_rule_building,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-B,Staphylococcus aureus,Penicillin,0.531911,0.464191,0.593802,0.52678,0.459141,0.610156,0.52678,0.457132,0.594704,0.532777,16170,0.231537,0.83908,348,227,292,190,2,interpretable,weak_raw_signal,0.324717,0.517494,0.207194,0.0144173,interpretable,maldi_exceeds_exact_background,0.531911,0.244676,0.102393,0.530091,borderline_calibration,0.5268,0.8391,2,0.5268,0.8391,2,0.5268,0.8391,2,near_chance_or_ambiguous,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-C,Staphylococcus aureus,Ciprofloxacin,0.576531,0.459102,0.6931,0.634219,0.4961,0.77237,0.590147,0.464983,0.70406,0.500757,3964,0.0858283,0.825203,738,33,609,23,4,interpretable,weak_raw_signal,0.631442,0.643219,-0.0549108,-0.0666882,interpretable,exact_background_competitive,0.576531,0.154519,0.286416,0.599807,poorly_calibrated,0.5901,0.8252,4,0.6141,0.6220,3,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-C,Staphylococcus aureus,Clindamycin,0.529565,0.45178,0.601865,0.518998,0.426161,0.604422,0.51574,0.435506,0.593349,0.539055,17232,0.323353,0.930876,651,79,606,64,3,interpretable,weak_raw_signal,0.433921,0.570096,0.0956449,-0.0405307,interpretable,maldi_exceeds_exact_background,0.529565,0.16033,0.189064,0.569764,borderline_calibration,0.5157,0.9309,3,0.5157,0.9309,3,0.5268,0.8863,2,near_chance_or_ambiguous,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-C,Staphylococcus aureus,Fusidic acid,0.459733,0.325117,0.594304,0.502715,0.361351,0.668462,0.504992,0.353209,0.652128,0.505845,3422,0.479042,0.814132,651,17,530,11,2,interpretable,weak_raw_signal,0.297365,0.611431,0.162368,-0.151698,interpretable,maldi_exceeds_exact_background,0.459733,0.191398,0.370858,0.496428,poorly_calibrated,0.5050,0.8141,2,0.5054,0.5853,1,,0.0000,0,near_chance_or_ambiguous,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-C,Staphylococcus aureus,Gentamicin,0.488704,0.348006,0.625962,0.599595,0.458899,0.731086,0.471779,0.305053,0.649438,0.44571,1317,0.744511,0.607046,738,15,448,9,3,interpretable,weak_raw_signal,0.646196,0.767404,-0.157492,-0.2787,interpretable,exact_background_competitive,0.488704,0.0741224,0.178731,0.473029,borderline_calibration,0.4718,0.6070,3,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-C,Staphylococcus aureus,Oxacillin,0.725199,0.642542,0.800324,0.703499,0.611478,0.788808,0.699471,0.614684,0.781993,0.719428,8807,0.00199601,0.596206,738,41,440,29,2,interpretable,focal_signal_retained,0.627358,0.744427,0.0978409,-0.0192288,interpretable,maldi_exceeds_exact_background,0.725199,0.19342,0.320398,0.670014,poorly_calibrated,0.6995,0.5962,2,0.6995,0.5962,2,0.7226,0.5366,1,moderate_within_background_signal,retention,matched,high,moderate,MRSA/MSSA status expected to retain within-background signal because mecA-associated resistance can track stable population structure,retrospective_rule_building,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-C,Staphylococcus aureus,Penicillin,0.552208,0.499823,0.597873,0.532645,0.484533,0.582332,0.537408,0.488219,0.583553,0.533165,56189,0.0758483,0.915989,738,547,676,488,5,interpretable,weak_raw_signal,0.27575,0.527719,0.276458,0.0244886,interpretable,maldi_exceeds_exact_background,0.552208,0.227153,0.156935,0.54522,borderline_calibration,0.5374,0.9160,5,0.5343,0.8848,3,0.5343,0.8848,3,near_chance_or_ambiguous,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-D,Staphylococcus aureus,Ciprofloxacin,0.656041,0.608219,0.705155,0.661259,0.603006,0.717907,0.63711,0.578311,0.687222,0.66724,44741,0.00199601,0.844054,2161,138,1824,117,7,interpretable,focal_signal_retained,0.644976,0.709319,0.0110648,-0.0532786,interpretable,exact_background_competitive,0.656041,0.161131,0.290892,0.592919,poorly_calibrated,0.6371,0.8441,7,0.6523,0.7922,5,0.6491,0.5942,4,background_only_competitive_but_residual_signal,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-D,Staphylococcus aureus,Clindamycin,0.483088,0.359786,0.599078,0.184615,0,0.428571,0.184615,0,0.410714,0.184615,65,0.982036,0.166667,108,40,18,13,1,caution_low_n_matched_and_low_pairwise,caution_low_matched_support,0.954228,0.875368,-0.47114,-0.392279,interpretable,exact_background_competitive,0.483088,0.272835,0.200514,0.500735,borderline_calibration,0.1846,0.1667,1,0.1846,0.1667,1,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-D,Staphylococcus aureus,Erythromycin,0.576706,0.543393,0.612879,0.576499,0.540479,0.608406,0.568599,0.530076,0.606565,0.564588,154115,0.00199601,0.959078,1735,344,1664,302,7,interpretable,weak_raw_signal,0.444819,0.585132,0.131887,-0.00842626,interpretable,maldi_exceeds_exact_background,0.576706,0.175943,0.0905637,0.52307,well_calibrated,0.5686,0.9591,7,0.5664,0.9476,5,0.5612,0.9360,4,weak_or_partial_within_background_signal,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-D,Staphylococcus aureus,Gentamicin,0.515826,0.408288,0.629669,0.499658,0.382745,0.609129,0.441553,0.300929,0.58098,0.461715,4362,0.726547,0.547179,2162,25,1183,15,3,interpretable,weak_raw_signal,0.644651,0.731371,-0.128825,-0.215545,interpretable,exact_background_competitive,0.515826,0.0506811,0.151542,0.506196,borderline_calibration,0.4416,0.5472,3,0.4825,0.0703,1,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,second-organism CNN/Mega export
saureus_cnn,CNN/Mega,S. aureus oxacillin panel,DRIAMS-D,Staphylococcus aureus,Penicillin,0.572731,0.521492,0.616432,0.567969,0.525881,0.616031,0.571055,0.522372,0.615152,0.573809,86554,0.00399202,0.940523,1530,1344,1439,1257,8,interpretable,weak_raw_signal,0.423537,0.528148,0.149194,0.0445829,interpretable,maldi_exceeds_exact_background,0.572731,0.192292,0.274516,0.542819,poorly_calibrated,0.5711,0.9405,8,0.5608,0.8948,5,0.5691,0.8686,3,weak_or_partial_within_background_signal,,,,,,,second-organism CNN/Mega export
